Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Tokkan', 'YAVUZ', '05379199371', 'ERKEK', '1976-02-23 0:0:0', 267);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Celâdet', 'YAĞLI', '05397838821', 'ERKEK', '1945-09-03 0:0:0', 423);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Eyvaz', 'ÖZER ÇELİK', '05363707203', 'ERKEK', '1952-09-23 0:0:0', 35);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Nurâlem', 'KORKMAZ', '05388482874', 'KADIN', '2001-12-02 0:0:0', 722);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Dudugül', 'AKKOYUNLU', '05307712207', 'KADIN', '1965-05-04 0:0:0', 318);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('İpar', 'GÖKÇEK', '05342215221', 'KADIN', '1996-05-14 0:0:0', 727);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Eriker', 'ÇETİNER', '05391033732', 'ERKEK', '1986-08-25 0:0:0', 349);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Avna', 'CAN BORAN', '05357143640', 'KADIN', '1946-10-13 0:0:0', 9);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Beriye', 'ARI', '05358504681', 'KADIN', '1985-11-04 0:0:0', 668);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('İncilay', 'KARAKÖK GÜNGÖR', '05311365959', 'KADIN', '1971-12-05 0:0:0', 580);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Meymene', 'COŞKUN', '05316908266', 'KADIN', '1954-06-02 0:0:0', 293);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Benevşe', 'KÖKSAL', '05371441263', 'KADIN', '1949-09-21 0:0:0', 115);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Erte', 'BARAN', '05348899149', 'ERKEK', '1990-10-05 0:0:0', 733);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Sığın', 'YAPRAK', '05329124555', 'ERKEK', '1951-02-09 0:0:0', 289);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Aslınur', 'ÖZDEMİR', '05348038360', 'KADIN', '1948-01-02 0:0:0', 144);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Seydi', 'AKMAN', '05323289937', 'ERKEK', '1981-08-17 0:0:0', 59);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Beysun', 'KAHRAMAN', '05321701857', 'KADIN', '1977-06-05 0:0:0', 371);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Topa', 'ARSLAN', '05373482112', 'ERKEK', '1986-09-19 0:0:0', 492);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Hürbey', 'BEKAR', '05344779114', 'ERKEK', '1973-01-23 0:0:0', 105);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Denizalp', 'BERENT', '05371374779', 'ERKEK', '1971-03-02 0:0:0', 650);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Nefide', 'ADISANLI', '05338923325', 'KADIN', '1958-06-11 0:0:0', 8);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Gülsepen', 'BAŞCI', '05358641460', 'KADIN', '1993-06-01 0:0:0', 278);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Acunışık', 'İNCİ KENAR', '05346091934', 'KADIN', '1955-11-01 0:0:0', 715);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Aybegim', 'ÖZÇELİK', '05355684537', 'KADIN', '1957-11-05 0:0:0', 868);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Tarik', 'BURULDAY', '05335491168', 'ERKEK', '1949-05-24 0:0:0', 750);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Nakip', 'ULUÖZ', '05371905986', 'ERKEK', '1988-05-17 0:0:0', 415);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Gülşehriye', 'ORHAN', '05338737668', 'KADIN', '1962-02-09 0:0:0', 203);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Urhan', 'ÖZTÜRK', '05391283645', 'ERKEK', '1998-11-05 0:0:0', 599);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('İnci', 'KARSLI', '05351480715', 'KADIN', '1981-04-04 0:0:0', 108);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Nuren', 'ERDOĞAN', '05329045823', 'KADIN', '1956-03-22 0:0:0', 141);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Erdilek', 'GÖRMÜŞ', '05357355739', 'ERKEK', '2004-04-16 0:0:0', 798);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Akbörü', 'AKSOY', '05362882356', 'ERKEK', '1971-09-12 0:0:0', 206);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Tanses', 'BOZKURT', '05326665132', 'KADIN', '1942-06-26 0:0:0', 817);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Katibe', 'ALTAŞ', '05307397201', 'KADIN', '1981-02-06 0:0:0', 489);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Nüfer', 'YILDIZ', '05351850631', 'ERKEK', '1940-05-24 0:0:0', 166);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Alpata', 'HİÇYILMAZ', '05354460831', 'ERKEK', '2000-03-24 0:0:0', 623);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Çakmak', 'YILMAZ', '05397575403', 'ERKEK', '1982-12-11 0:0:0', 573);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Uluçağ', 'ARACI', '05328232252', 'ERKEK', '1970-08-22 0:0:0', 410);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Belkizan', 'ULUBA', '05379794652', 'KADIN', '1986-11-21 0:0:0', 836);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Altınel', 'NART', '05357454552', 'ERKEK', '1958-02-23 0:0:0', 736);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Abdullah', 'ÜSTÜN', '05369044178', 'ERKEK', '1973-02-02 0:0:0', 550);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Oruç', 'TAŞKIN', '05323229879', 'ERKEK', '1956-01-03 0:0:0', 723);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Lerzan', 'ATÇEKEN', '05371053721', 'KADIN', '1990-07-02 0:0:0', 241);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Firdes', 'AKMAN', '05352520721', 'KADIN', '1960-10-06 0:0:0', 592);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Mesuriye', 'BAYRAK', '05391058151', 'KADIN', '1988-04-14 0:0:0', 604);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Kırtekin', 'SOYKAMER', '05347808381', 'ERKEK', '1961-07-15 0:0:0', 838);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Öngay', 'KANIK YÜKSEK', '05317033545', 'ERKEK', '1970-09-21 0:0:0', 430);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('İmbat', 'KARTAL', '05305581633', 'KADIN', '1953-05-16 0:0:0', 584);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Aysemin', 'ÖZDEMİR', '05326632660', 'KADIN', '1982-01-22 0:0:0', 545);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Oksever', 'MERCAN', '05396442977', 'ERKEK', '1954-01-25 0:0:0', 52);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Rasiha', 'ATEŞ', '05366063372', 'KADIN', '1978-11-14 0:0:0', 208);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Gündoğan', 'IŞIKALAN', '05353897835', 'ERKEK', '1972-01-04 0:0:0', 456);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Aymete', 'ARSLAN', '05327438861', 'ERKEK', '1959-07-18 0:0:0', 445);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Bedihe', 'ÖZASLAN', '05326334421', 'KADIN', '1963-07-08 0:0:0', 145);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Dinçkök', 'SEYREK', '05364762296', 'ERKEK', '1956-04-20 0:0:0', 127);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Abraş', 'KARAGÖZ', '05398583279', 'ERKEK', '1996-04-14 0:0:0', 256);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Birmen', 'YILMAZ', '05338281799', 'ERKEK', '1944-06-08 0:0:0', 525);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Sevgideğer', 'YARAR', '05306292380', 'ERKEK', '1948-09-25 0:0:0', 653);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Mesret', 'EROĞLU', '05387600740', 'ERKEK', '1983-08-21 0:0:0', 833);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Muştubey', 'AYDIN', '05321678979', 'ERKEK', '1978-10-02 0:0:0', 55);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Akboğa', 'DEMİR', '05337855487', 'ERKEK', '1976-03-17 0:0:0', 231);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Şendağ', 'KEMİK', '05377396442', 'KADIN', '1993-12-08 0:0:0', 222);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Haluk', 'BAĞCIK', '05365299512', 'ERKEK', '1946-07-18 0:0:0', 341);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Gökbudak', 'URAL', '05376205219', 'ERKEK', '1965-07-12 0:0:0', 783);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Kafiye', 'CÖMERT', '05381150423', 'KADIN', '1952-06-14 0:0:0', 365);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Kılıçbay', 'PİŞİRGEN', '05364499627', 'ERKEK', '1964-10-10 0:0:0', 90);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Altaş', 'ESEN', '05344667567', 'ERKEK', '1992-11-10 0:0:0', 259);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Musamettin', 'ÖZKAN', '05379614011', 'ERKEK', '1994-12-24 0:0:0', 840);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Akozan', 'KÖSE', '05399112017', 'ERKEK', '1966-04-03 0:0:0', 182);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Sanduç', 'AKTAN', '05385442912', 'ERKEK', '1979-09-24 0:0:0', 197);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Omurtak', 'EFE', '05397317583', 'ERKEK', '1973-06-10 0:0:0', 234);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Kıratlı', 'AYDIN', '05339018058', 'ERKEK', '1987-05-09 0:0:0', 641);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Fikri', 'PEKTAŞ', '05354371662', 'ERKEK', '1995-03-09 0:0:0', 71);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Kibriye', 'OĞUZ', '05355840752', 'KADIN', '1971-02-04 0:0:0', 438);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Ersun', 'ŞAHİN', '05331902235', 'ERKEK', '1954-02-20 0:0:0', 369);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Omay', 'SARAÇOĞLU ÇEKİÇ', '05382459637', 'ERKEK', '1959-05-15 0:0:0', 695);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Taki', 'KARTAL', '05321039591', 'ERKEK', '1980-03-17 0:0:0', 312);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Hivda', 'AYDEMİR', '05312954819', 'KADIN', '1957-04-08 0:0:0', 80);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Bensu', 'OZAN', '05324359121', 'KADIN', '1985-09-11 0:0:0', 42);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Akman', 'YANNİ', '05389685157', 'ERKEK', '1948-12-26 0:0:0', 422);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Baise', 'KARA', '05377378659', 'KADIN', '1968-11-13 0:0:0', 643);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Bedran', 'DOĞAN', '05301859804', 'ERKEK', '1969-01-22 0:0:0', 857);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Ukuş', 'İNCE', '05381227668', 'ERKEK', '1943-10-16 0:0:0', 654);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Gövem', 'ALAY', '05318394559', 'KADIN', '1991-02-19 0:0:0', 567);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Lutfullah', 'DENİZ', '05368549234', 'ERKEK', '1990-05-10 0:0:0', 88);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Angıl', 'KAYKISIZ', '05358367550', 'ERKEK', '1993-02-23 0:0:0', 844);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('İpekten', 'DİKOĞLU', '05302056565', 'KADIN', '1978-02-25 0:0:0', 377);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('İfagat', 'İLKER', '05395850544', 'KADIN', '1980-09-07 0:0:0', 47);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Günsar', 'AKTAŞ', '05384527734', 'ERKEK', '1942-04-22 0:0:0', 114);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Alperen', 'ÜNAL', '05313147774', 'ERKEK', '1953-03-12 0:0:0', 316);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Ruhşen', 'ÇANKAYA', '05386876584', 'KADIN', '1995-06-22 0:0:0', 497);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Mukaddere', 'GÜZEL', '05367322432', 'KADIN', '1966-06-16 0:0:0', 362);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Sercihan', 'SEÇİR', '05386139838', 'ERKEK', '1952-08-27 0:0:0', 355);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Uzmen', 'YILDIRIM', '05388646872', 'ERKEK', '1942-02-22 0:0:0', 885);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Eroğuz', 'ÖZDEMİR', '05377571518', 'ERKEK', '1991-05-12 0:0:0', 217);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Sare', 'OLPAK', '05304954327', 'KADIN', '1962-06-14 0:0:0', 647);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Benay', 'SİPAHİ', '05392593891', 'KADIN', '2003-07-16 0:0:0', 828);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Tunçtürk', 'YILMAZ', '05383182259', 'ERKEK', '1972-11-21 0:0:0', 385);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Hicrigül', 'DOĞAN', '05318955418', 'KADIN', '1950-06-11 0:0:0', 354);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Kadrihan', 'KAYA', '05384759322', 'ERKEK', '1951-07-06 0:0:0', 664);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Korkutata', 'BİLGİÇ', '05386312761', 'ERKEK', '1981-07-24 0:0:0', 247);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Muhuttin', 'KUMRAL', '05305888884', 'ERKEK', '1983-10-08 0:0:0', 861);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Armahan', 'EYLEN', '05313860809', 'KADIN', '1969-06-03 0:0:0', 651);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Muine', 'DURMAN', '05384181083', 'KADIN', '1984-09-05 0:0:0', 744);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Atılgan', 'SEZGİN', '05315899110', 'ERKEK', '1946-07-03 0:0:0', 768);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Ağar', 'ÜNGÜR', '05377166767', 'ERKEK', '1962-05-06 0:0:0', 193);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Dülge', 'COŞKUN', '05308688180', 'ERKEK', '1954-04-09 0:0:0', 268);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Yazan', 'BÖYÜK', '05366876195', 'ERKEK', '1965-06-09 0:0:0', 618);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Sevinay', 'KAYHAN', '05336314895', 'KADIN', '1949-08-14 0:0:0', 735);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Hatıra', 'KARAKULAK', '05304237200', 'KADIN', '1995-09-12 0:0:0', 437);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Kahamurat', 'IŞIK', '05364851403', 'ERKEK', '1959-10-27 0:0:0', 408);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Peyran', 'ŞENER', '05348768973', 'KADIN', '1998-03-11 0:0:0', 33);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Acunbüke', 'ALAN', '05377646779', 'KADIN', '1948-04-27 0:0:0', 239);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Eranıl', 'IŞIKLI', '05314310975', 'ERKEK', '1968-05-07 0:0:0', 106);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Emirhan', 'KADI', '05388062518', 'ERKEK', '1998-04-25 0:0:0', 683);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Firyaset', 'EROĞLU', '05377387181', 'KADIN', '1944-11-14 0:0:0', 494);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Nige', 'ÇEKİÇ', '05332840432', 'KADIN', '2002-06-05 0:0:0', 699);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Artuç', 'ÖZDEMİR', '05335150442', 'ERKEK', '1948-06-27 0:0:0', 628);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Mikdat', 'ÖZKAN', '05335366072', 'ERKEK', '1960-07-17 0:0:0', 870);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Toraman', 'BİLAL', '05353958929', 'ERKEK', '1958-02-04 0:0:0', 477);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Esalettin', 'KOÇ', '05362422727', 'ERKEK', '1948-07-16 0:0:0', 29);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Nart', 'AKSAKAL', '05363049525', 'ERKEK', '1991-06-09 0:0:0', 351);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('İnzile', 'BÜKÜM', '05314351004', 'KADIN', '1996-01-27 0:0:0', 12);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Olcaytürk', 'ÜRÜN', '05338998208', 'ERKEK', '1984-02-20 0:0:0', 829);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Hulusi', 'YAKUT', '05338221602', 'ERKEK', '1986-04-11 0:0:0', 511);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Kilman', 'MALÇOK', '05315009414', 'KADIN', '1957-02-18 0:0:0', 824);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Salkın', 'AYDIN', '05373686680', 'ERKEK', '1940-02-16 0:0:0', 330);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Mustan', 'EREN', '05388937695', 'ERKEK', '1943-01-15 0:0:0', 475);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Başbay', 'ADIGÜZEL', '05358308518', 'ERKEK', '1985-10-16 0:0:0', 375);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Erdursun', 'TUNCAY', '05359419095', 'ERKEK', '1997-03-16 0:0:0', 858);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Nusrat', 'DENİZ', '05319338928', 'ERKEK', '1972-12-01 0:0:0', 163);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Koman', 'KABACAOĞLU', '05316098078', 'ERKEK', '2000-07-01 0:0:0', 61);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Yüğrük', 'BOBUŞOĞLU', '05379272363', 'ERKEK', '1963-02-15 0:0:0', 895);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Bozer', 'GÖKÇEK', '05395763904', 'ERKEK', '1942-09-14 0:0:0', 28);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Ubeydullah', 'ÜNAL', '05372847354', 'ERKEK', '1968-01-07 0:0:0', 416);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Begim', 'DİNCER', '05352428411', 'KADIN', '1978-08-06 0:0:0', 253);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Bakinaz', 'CENGİZ', '05322140412', 'KADIN', '1945-09-20 0:0:0', 442);
